id,created_at,text
787677658062524416,2016-10-16 15:32:42,@RichOnOWN @carllentzNYC God LOVING!
787675187462361089,2016-10-16 15:22:53,"""Christians who love to camp in one passage"" preach @carllentzNYC ! #SuperSoulSunday"
787672705654939648,2016-10-16 15:13:01,@JoAnnluv2clean yep.. grew up that way
787671960629096449,2016-10-16 15:10:04,@cherylaction YEP! Is why I wanted you to watch. Wearing your Mom's ring! #SuperSoulSunday
787671422587908096,2016-10-16 15:07:56,#SuperSoulSunday Watching on OWN and Facebook!
787667900156944384,2016-10-16 14:53:56,You can watch #SuperSoulSunday Live on my Facebooked in 7 minutes wherever you are in the world. Join me !
787634203395436544,2016-10-16 12:40:02,@geminimoon too excited at 11am eastern y'all Live on Facebook. #SuperSoulSunday !
787633161379250176,2016-10-16 12:35:53,So excited more people will get to see #SuperSoulSunday on Facebook Live in 90 mins.!
787423476831223808,2016-10-15 22:42:41,.@rempower @GrowingOWN Finally 💭come true! Spread the word to your friends.. #SuperSoulSunday with @carllentzNYC  on Facebook Live at 11am
787418251517014017,2016-10-15 22:21:55,.@GrowingOWN last week u asked if your friend could stream #SuperSoulSunday. This week I have the answer. YES! On my Facebook pg. LIVE 11am
787385706515529728,2016-10-15 20:12:36,"SuperSoulers! You can watch my interview with @carllentzNYC live from my Facebook page, tomorrow at 11a ET| 8a PT.… https://t.co/FYU4deFVXC"
786769103180603394,2016-10-14 03:22:26,@ItsmeRISS @AVAETC are you watching now? Thanks
786422269597786112,2016-10-13 04:24:14,@Mrcsjnz loved this☺️thanks. #QueenSugar
786402410117730305,2016-10-13 03:05:19,@Nicoley410 yes 2 weeks.Oct26.
786401337432870912,2016-10-13 03:01:04,"Ain't this a scene y'all... love Micah saying 'don't worry Hollywood'. Brilliantly acted by all , @tinalifford ,@OmarJDorsey #queensugar"
786399564181807107,2016-10-13 02:54:01,RT @EricaVain: IDK if y'all realize but #QueenSugar will change TV forever... this is like watching a movie every week #GimmeSugar
786398759487799296,2016-10-13 02:50:49,@AlysiaSimone you know a line dance is coming! #QueenSugar
786397324402536448,2016-10-13 02:45:07,"Best line;  ""is your son home?.. if he was you wouldn't be here ""#GimmeSugar #QueenSugar"
786395797524926464,2016-10-13 02:39:03,RT @avaduvernayfans: This amazing location is @2cent_bmike #EphemeralEternal at Studio BE in NOLA. #QueenSugar #GimmeSugar https://t.co/hSN…
786386980636504064,2016-10-13 02:04:01,Don't Cha love that TREE! One of the first locations discovered by team @AVAETC ! #QueenSugar
786386455748759552,2016-10-13 02:01:56,#Sugartime let's watch and tweet! #GimmeSugar #QueenSugar
786371855405854720,2016-10-13 01:03:55,Hey Sugar lovers ..#QueenSugar in 1 hr. See u after @EmpireFOX
786273856822448128,2016-10-12 18:34:30,"See you for tweet, tweet tonight! #GimmeSugar #QueenSugar https://t.co/yaXrNt3ISI"
785289483147108354,2016-10-10 01:22:57,@CharlesMBlow Reality Tv you couldn't even get away with.#debates
785146597004808192,2016-10-09 15:55:10,"@GaOWNers my glee was showing. Love this #SuperSoulSunday conversation cause I know if I ""get it"" many more will  too."
