id,created_at,text
842787667104423937,2017-03-17 17:20:12,Tune in for the joint press conference: https://t.co/BhZCvwhO7h https://t.co/sXeaoVAA2d
842756049929093120,2017-03-17 15:14:34,Stories like Dr. Armstrong's are why @POTUS is fighting to #RepealAndReplace #Obamacare. Share your story here:… https://t.co/xYuOqvIOea
842735135317544960,2017-03-17 13:51:28,"Today @POTUS welcomes the Chancellor of Germany, Angela Merkel, to the White House. 

Watch their press conference:… https://t.co/YrA8SGmFij"
842732428393353218,2017-03-17 13:40:42,RT @POTUS: Happy Lá Fheile Phadraig to all of my great Irish friends!
842729609145782272,2017-03-17 13:29:30,"RT @VP: Happy St. Patrick's Day! Yesterday I enjoyed a full day of events w/ @EndaKennyTD &amp; @POTUS, capped by the annual Shamrock Ceremony.…"
842481895845871617,2017-03-16 21:05:11,Join us LIVE as @POTUS delivers remarks at the #StPatricksDay Reception: https://t.co/cRsRYsSRNI https://t.co/0q4yMFsVQj
842476481653661696,2017-03-16 20:43:40,RT @POTUS: We will rebuild our MILITARY. We will keep our people SAFE. We will take care of our VETS. We will put #AmericaFirst https://t.c…
842462049422716929,2017-03-16 19:46:19,"RT @PressSec: Today, @POTUS was honored to recognize the 105th birthday of the oldest Pearl Harbor survivor Ray Chavez for his service to o…"
842433636142063616,2017-03-16 17:53:25,"Join us LIVE as @VP Pence participates in the swearing-in of the Director of National Intelligence, Dan Coats:… https://t.co/RBuHzMeRAq"
842407146411163648,2017-03-16 16:08:09,RT @POTUS: A budget that puts #AmericaFirst must make safety its no. 1 priority—without safety there can be no prosperity: https://t.co/A0t…
842392615224004609,2017-03-16 15:10:25,"Today @POTUS Trump welcomes the Taoiseach of Ireland, @EndaKennyTD, to the White House. https://t.co/YJlpIwBcW3"
842375956685807620,2017-03-16 14:04:13,RT @OMBPress45: Proud that our first tweet shares @POTUS' budget that puts #AmericaFirst. #AmericasBudget: https://t.co/vk1wr1iaO1 https://…
842145662212825088,2017-03-15 22:49:06,Stories like Ms. Ivey's are why @POTUS is fighting to #RepealAndReplace #Obamacare. Share your story here:… https://t.co/E0Sy9hYekX
842095443987333128,2017-03-15 19:29:33,.@POTUS and @FLOTUS announce details about the 139th White House Easter Egg Roll. Enter the ticket lottery here:… https://t.co/4WOHDtU6y4
842091762432802816,2017-03-15 19:14:56,"RT @POTUS: ""We are not simply here to honor the past, but to devote ourselves to a new future of American Automotive Leadership."" 🇺🇸 https:…"
842078036770058241,2017-03-15 18:20:23,RT @POTUS: Join me LIVE as I deliver remarks at the American Center for Mobility ➡️ https://t.co/R12kH3S6Ap https://t.co/rQgH8Xw3n1
842030895565434881,2017-03-15 15:13:04,.@POTUS is fighting to #RepealAndReplace #Obamacare because of stories like Mrs. Couey's. Share your own story:… https://t.co/03kbulewVn
841786535909314560,2017-03-14 23:02:04,Stories like Mr. Summers' are why @POTUS is fighting to #RepealAndReplace #Obamacare. Share your story here:… https://t.co/5P0ikUi6PX
841733306286759938,2017-03-14 19:30:33,"Join us as @VP Pence participates in the swearing-in of the Administrator of @CMSGov, Seema Verma:… https://t.co/jw1GzAXDy0"
841686579013926912,2017-03-14 16:24:52,"RT @fema: It’s best to keep off the roads during #blizzard2017 but if you get caught in the snow on your evening commute, follow these tips…"
841686554246541312,2017-03-14 16:24:46,RT @fema: Brrr... it's cold out there ❄️❄️ but give your space heater space! Follow the 3 ft rule and turn it off before going to bed. #bli…
841686373530775553,2017-03-14 16:24:03,"RT @fema: If you’re out shoveling snow this morning, check on your neighbors to see if there’s anything they need. #blizzard2017 https://t.…"
841664164410085377,2017-03-14 14:55:48,"RT @VP: Thank you to law enforcement, first responders, and snow removal crews for helping to keep people safe during this winter storm. ht…"
841655895331340289,2017-03-14 14:22:57,"RT @Cabinet: Welcome to our account! Follow for exclusive content, news, and updates pertaining to @POTUS Trump's Cabinet Secretaries."
841425728503742465,2017-03-13 23:08:21,RT @POTUS: #Obamacare has led to📈costs &amp; fewer📉health insurance options for millions of Americans. How has it impacted you? ➡️https://t.co/…
841421521499410436,2017-03-13 22:51:38,.@POTUS Trump meets with victims of #Obamacare: https://t.co/53fRHctRuk https://t.co/kGdbg49Vy2
841392548073603072,2017-03-13 20:56:30,RT @POTUS: Proud to welcome our great Cabinet members to the @WhiteHouse this afternoon with @VP Pence. https://t.co/nwnSqk8wST
841345339231784961,2017-03-13 17:48:54,RT @POTUS: Everyone along the east coast be safe and listen to local officials as a major winter storm approaches. @NWS https://t.co/NXfRqQ…
841344330337992704,2017-03-13 17:44:54,Today @POTUS lead an #Obamacare listening session with @VP &amp; @SecPriceMD. Now is the time to #RepealAndReplace. https://t.co/7SLU4JPLXI
841295468613234689,2017-03-13 14:30:44,Watch LIVE as @POTUS Trump leads a listening session on healthcare: https://t.co/b38z2OIsLB https://t.co/Dkj0p5C4Ku
840673942092300292,2017-03-11 21:21:01,.@POTUS Trump's First 50 Days of Action: Achieving Results for the American People https://t.co/Xw15oqp712 https://t.co/HMDPDAMvGu
840622350815105024,2017-03-11 17:56:01,.@POTUS Trump's First 50 Days in Photos: https://t.co/yTLiyjle6I https://t.co/VdvLX5KzSH
840575292041191425,2017-03-11 14:49:01,ICYMI: Watch @POTUS Trump's Weekly Address https://t.co/jvRY7HhaoJ https://t.co/Fyd7kMnWh3
840273685718138882,2017-03-10 18:50:32,Three-Pronged Approach to #RepealAndReplace #Obamacare: https://t.co/OGFLlI4BpC
840271366855241728,2017-03-10 18:41:20,Tune in to @PressSec live: https://t.co/T1KUs4x23Q https://t.co/VFks70tRhj
840226846075691008,2017-03-10 15:44:25,"RT @POTUS: Weekly Address - 11:00 A.M. at the @WhiteHouse! #MAGA🇺🇸
➡️https://t.co/EMAjO07GuJ https://t.co/RjOook4k0I"
839983766646996992,2017-03-09 23:38:30,Be sure to tune in at 11:00am EST tomorrow to watch @POTUS Trump's Weekly Address: https://t.co/EHbfn3Tx6R
839900884624625664,2017-03-09 18:09:10,Tune in: https://t.co/Q2lnRQbKfp https://t.co/J3V7RUkqK1
839613680090247171,2017-03-08 23:07:55,RT @FLOTUS: Celebrated #InternationalWomensDay in the White House with incredible women https://t.co/7l1I6pcdqf
839588094022193153,2017-03-08 21:26:15,"RT @POTUS: #RepealAndReplace #Obamacare
https://t.co/co5mMBv7Aa"
839567986117775363,2017-03-08 20:06:20,.@POTUS and @FLOTUS Announce 2017 White House Easter Egg Roll https://t.co/RCmB9R8MrC
839546008543576064,2017-03-08 18:39:01,"RT @POTUS: On International Women's Day, join me in honoring the critical role of women here in America &amp; around the world. https://t.co/eA…"
839236960954777600,2017-03-07 22:10:58,The application period for the Summer 2017 White House Internship Program is now open. Get more info:… https://t.co/P0088GNZhr
838908330642898944,2017-03-07 00:25:06,"RT @POTUS: House just introduced the bill to #RepealAndReplace #Obamacare. Time to end this nightmare. 
https://t.co/z4A27JwaXX"
838898283544207360,2017-03-06 23:45:11,"RT @POTUS: There is an incredible spirit of optimism sweeping the country right now—we're bringing back the JOBS!
Watch: https://t.co/SnDap…"
837789338423427074,2017-03-03 22:18:38,RT @POTUS: MAKE AMERICA GREAT AGAIN! https://t.co/O08AlsWQzu
837772593616691200,2017-03-03 21:12:06,ICYMI: Watch @POTUS Trump's Weekly Address from the PCU Gerald R. Ford https://t.co/vi7eJ7EGF4 https://t.co/26USQM5biu
837666801010028545,2017-03-03 14:11:43,Watch @POTUS Trump's Weekly Address today at 11:00am EST: https://t.co/vi7eJ7Wi3E https://t.co/KZFHqXkwME
837473351064924161,2017-03-03 01:23:01,Be sure to tune in at 11:00am EST tomorrow to watch @POTUS Trump's Weekly Address: https://t.co/J9Vsg8Tr1Q https://t.co/h3m5bXSlCp
837441673835708416,2017-03-02 23:17:08,Watch LIVE as @VP Pence participates in the swearing-in ceremony for the Secretary of @ENERGY Rick Perry:… https://t.co/lWlGxP0oaG
837435803865337856,2017-03-02 22:53:49,Watch LIVE as @VP Pence participates in the swearing-in ceremony for @HUDgov Secretary Dr. Ben Carson:… https://t.co/GcQ52QRBMf
837383210682236929,2017-03-02 19:24:49,"Happening now: @POTUS Trump delivers remarks at the PCU Gerald R. Ford in Newport News, VA https://t.co/2DribMxC5j https://t.co/3bjzpNJTQs"
837378005576126464,2017-03-02 19:04:08,"RT @VP: Arriving on Air Force Two in Cincinnati, OH with @SecPriceMD to discuss with small biz owners why Obamacare needs to be repealed &amp;…"
837067176871854080,2017-03-01 22:29:01,Watch LIVE as @VP Pence participates in the swearing-in ceremony for @Interior Secretary Ryan Zinke:… https://t.co/K76qChyMQN
837056933777534983,2017-03-01 21:48:19,Meet the special guests that attended @POTUS Trump's #JointAddress: https://t.co/LZzhmbilf1
836998070009155584,2017-03-01 17:54:25,ICYMI: Watch @POTUS Trump's #JointAddress to Congress https://t.co/zT56mxV2St
836996086606807046,2017-03-01 17:46:32,.@RepTomMarino on last night's #JointAddress https://t.co/dNQtiKzpEB
836995550885064704,2017-03-01 17:44:24,.@RepKevinBrady on last night's #JointAddress https://t.co/u3a5qlAYS1
836995276074266626,2017-03-01 17:43:19,.@RepEvanJenkins on last night's #JointAddress https://t.co/qVlFxVoXyV
836988981392867328,2017-03-01 17:18:18,.@CongressmanHice on last night's #JointAddress https://t.co/VBsU7MRHff
836988459877351425,2017-03-01 17:16:13,.@DrPhilRoe on last night's #JointAddress https://t.co/YcGw3EeDvD
836987176546074624,2017-03-01 17:11:08,.@RepTomEmmer on last night's #JointAddress https://t.co/7esnnStwEf
836972052376653826,2017-03-01 16:11:02,.@RepSeanDuffy on last night's #JointAddress https://t.co/tVq6e3kZWc
836969368592474112,2017-03-01 16:00:22,.@BillCassidy on last night's #JointAddress https://t.co/s59ujZelNg
836955353774436352,2017-03-01 15:04:40,.@RepHultgren on last night's #JointAddress https://t.co/4gBHwhVkEg
836954790160699394,2017-03-01 15:02:26,.@RepKenBuck on last night's #JointAddress https://t.co/2km9jpt0fg
836944463842918400,2017-03-01 14:21:24,.@RepJeffDuncan on last night's #JointAddress https://t.co/BMJCYGO9ta
836944181985705985,2017-03-01 14:20:17,.@KenCalvert on last night's #JointAddress https://t.co/LCujVwqxnJ
836943885280677891,2017-03-01 14:19:06,.@SteveDaines on last night's #JointAddress https://t.co/Kr5eehZPSb
836808125059588096,2017-03-01 05:19:38,.@RepDavidKustoff on tonight's #JointAddress https://t.co/kfDIYhcD5w
836807512003325954,2017-03-01 05:17:12,.@RepLarryBucshon on tonight's #JointAddress https://t.co/cseLMlLrBQ
836806882186702848,2017-03-01 05:14:42,.@repbuddycarter on tonight's #JointAddress https://t.co/BDLFVNK0N9
836805030552432640,2017-03-01 05:07:21,.@SenatorWicker on tonight's #JointAddress https://t.co/r3cyRfSf2B
836804709772115971,2017-03-01 05:06:04,RT @lisamurkowski: Tonight’s #JointAddress was a much-needed opportunity for @POTUS to outline his plans &amp; vision for the future: https://t…
836803697950732288,2017-03-01 05:02:03,.@RepRichHudson on tonight's #JointAddress https://t.co/LglqbZxXd6
836802696699064321,2017-03-01 04:58:04,.@RepDonBacon on tonight's #JointAddress https://t.co/GixdaWz1Rb
836802404284780545,2017-03-01 04:56:54,.@JerryMoran on tonight's #JointAddress https://t.co/Yc8uqCD8fz
836801670394830852,2017-03-01 04:53:59,.@RepJoeWilson on tonight's #JointAddress https://t.co/6yDyHJx1tn
836801298049732609,2017-03-01 04:52:31,.@RogerMarshallMD on tonight's #JointAddress https://t.co/BwdXnCP37k
836800626126389253,2017-03-01 04:49:50,.@RoyBlunt on tonight's #JointAddress https://t.co/bH9ELR0zeF
836800338925600768,2017-03-01 04:48:42,RT @senrobportman: My reaction to #POTUS's #JointAddress: https://t.co/6nOhVvsm7l
836799923043586048,2017-03-01 04:47:03,RT @RepGusBilirakis: The President's #JointAddress was uplifting &amp; unifying. He reached out to both parties to work together for the good o…
836799682324094976,2017-03-01 04:46:05,.@RepSteveChabot on tonight's #JointAddress https://t.co/X2kwtTF1Ah
836799220225048576,2017-03-01 04:44:15,.@RepKenMarchant on tonight's #JointAddress https://t.co/uQwYD3ASKC
836798277601361922,2017-03-01 04:40:30,"RT @cathymcmorris: Tonight, I'm reminded that @POTUS is a man of action. Read my full statement here: https://t.co/varBNZPr5Y #Jointsession"
836797823865729024,2017-03-01 04:38:42,RT @MikeCrapo: My response to @POTUS #JointAddress to Congress tonight. https://t.co/SKHo6u51KS
836797707956125700,2017-03-01 04:38:15,RT @SenPatRoberts: I gave my thoughts on @POTUS' #JointAddress tonight. Watch here: https://t.co/zPgBZRGWdJ
836796167983857664,2017-03-01 04:32:08,.@DrNealDunnFL2 on tonight's #JointAddress https://t.co/1pzjYNQI3f
836795557620428800,2017-03-01 04:29:42,.@RepBillShuster on tonight's #JointAddress https://t.co/r8nGKSPTwL
836794907855552518,2017-03-01 04:27:07,.@RepGoodlatte on tonight's #JointAddress https://t.co/E7Tsot2mpa
836794688065667072,2017-03-01 04:26:15,.@PatrickMcHenry on tonight's #JointAddress https://t.co/d89Dx682Mn
836791307884462080,2017-03-01 04:12:49,.@SenCapito on tonight's #JointAddress https://t.co/FcYnNheGVG
836791104121024512,2017-03-01 04:12:00,RT @Reince45: .@POTUS delivered an exceptionally inspiring speech in tonight's #JointAddress. It's an honor to witness such a historic mome…
836790338912137216,2017-03-01 04:08:58,.@virginiafoxx on tonight's #JointAddress https://t.co/aNxbWuj3VM
836789193200267269,2017-03-01 04:04:25,.@RepFredUpton on tonight's #JointAddress https://t.co/FYpjHqAgZI
836788206762881024,2017-03-01 04:00:29,.@RepMcKinley on tonight's #JointAddress https://t.co/xAdT6JNgI0
836787773164126209,2017-03-01 03:58:46,.@SenatorIsakson on tonight's #JointAddress https://t.co/LsB5nltXJn
836787066042265602,2017-03-01 03:55:57,.@RepByrne on tonight's #JointAddress https://t.co/NwMKE9damW
836786662810210305,2017-03-01 03:54:21,.@RepDianeBlack on tonight's #JointAddress https://t.co/SzIw4GlIu3
836786221464584194,2017-03-01 03:52:36,.@JimPressOffice on tonight's #JointAddress https://t.co/Q11nYRd2pE
836785528280350721,2017-03-01 03:49:51,.@SpeakerRyan on tonight's #JointAddress https://t.co/arTrMgaYR0
836784906776817664,2017-03-01 03:47:23,.@RepAlexMooney on tonight's #JointAddress https://t.co/MMfzsCuLgx
836784317279924224,2017-03-01 03:45:02,.@RepGosar on tonight's #JointAddress https://t.co/u307UPAxZy
836783837652873216,2017-03-01 03:43:08,.@JudgeCarter on tonight's #JointAddress https://t.co/YxubXsVkZv
836783102722719746,2017-03-01 03:40:13,.@RepAndyBiggsAZ on tonight's #JointAddress https://t.co/hhuCuWWQGb
836782092935639040,2017-03-01 03:36:12,.@RepBost on tonight's #JointAddress https://t.co/aQSPOjLzpL
836781765872267264,2017-03-01 03:34:54,.@sendavidperdue on tonight's #JointAddress https://t.co/4Ls0IHhBK5
836781622594785280,2017-03-01 03:34:20,"RT @SenThadCochran: .@POTUS brings new energy to American leadership, offers challenging agenda to make USA stronger. #JointAddress https:/…"
836780167418769410,2017-03-01 03:28:33,RT @SenJohnThune: Tonight @POTUS highlighted his continued focus on tackling the issues that matter most to Americans. #JointSession https:…
836780027136061440,2017-03-01 03:27:59,RT @SenOrrinHatch: VIDEO: Hatch reacts to @POTUS's #JointSession address. #tcot #utpol https://t.co/LV4GsTMHYe
